job,marital,education,default,housing,loan,contact,day,month,poutcome,hubo_contacto_?,age,balance_log,campaign_log,pdays_dias_transcurridos_log,previous_log,get_account_?
services,married,secondary,no,no,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,39,7.928406026180535,0.6931471805599453,0.0,0.0,no
self-employed,married,tertiary,no,yes,no,cellular,2,apr,failure,yes,35,8.262300941787448,0.6931471805599453,4.919980925828125,0.6931471805599453,no
management,married,tertiary,no,yes,no,cellular,18,jul,no_aporto_esta_informacion,no,31,8.199738960630786,1.0986122886681098,0.0,0.0,yes
management,single,tertiary,no,no,no,cellular,5,aug,success,yes,29,8.230044310126114,0.6931471805599453,4.532599493153256,0.6931471805599453,yes
blue-collar,married,primary,no,no,no,cellular,5,aug,no_aporto_esta_informacion,no,48,8.265907334155747,0.6931471805599453,0.0,0.0,no
retired,married,primary,no,no,no,telephone,30,jul,no_aporto_esta_informacion,no,60,8.106212902619962,1.3862943611198906,0.0,0.0,no
retired,married,secondary,no,no,no,cellular,26,jan,otro_resultado,yes,74,8.354674261918463,0.6931471805599453,4.653960350157523,0.6931471805599453,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,29,may,no_aporto_esta_informacion,no,30,8.297543529356284,0.6931471805599453,0.0,0.0,no
admin.,single,primary,no,no,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,52,8.106212902619962,2.4849066497880004,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,2,apr,no_aporto_esta_informacion,no,24,8.037543185118697,0.6931471805599453,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,28,may,no_aporto_esta_informacion,no,29,9.597777277564957,1.0986122886681098,0.0,0.0,no
housemaid,married,primary,no,yes,no,cellular,11,jul,no_aporto_esta_informacion,no,33,8.168202930236053,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,34,8.126222529458525,1.3862943611198906,0.0,0.0,no
admin.,divorced,secondary,no,no,no,cellular,29,oct,no_aporto_esta_informacion,no,45,8.106212902619962,0.6931471805599453,0.0,0.0,yes
blue-collar,married,secondary,no,no,yes,telephone,15,jul,no_aporto_esta_informacion,no,31,8.106212902619962,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,23,oct,no_aporto_esta_informacion,no,45,8.514790306799927,0.6931471805599453,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,4,jun,no_aporto_esta_informacion,no,27,7.655864017616056,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,25,aug,no_aporto_esta_informacion,no,30,8.926384681265215,1.6094379124341005,0.0,0.0,no
blue-collar,married,primary,no,no,no,cellular,26,aug,no_aporto_esta_informacion,no,45,9.72549660510262,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,18,may,failure,yes,57,8.483843211734683,1.0986122886681098,5.187385805840755,1.791759469228055,no
management,married,tertiary,no,no,no,telephone,30,jan,otro_resultado,yes,34,8.439231649946526,1.3862943611198906,5.068904202220232,2.079441541679836,no
admin.,married,secondary,no,yes,yes,cellular,17,nov,no_aporto_esta_informacion,no,40,8.106212902619962,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,9,apr,no_aporto_esta_informacion,no,39,8.219864741912652,0.6931471805599453,0.0,0.0,no
technician,married,tertiary,no,no,no,cellular,11,aug,no_aporto_esta_informacion,no,46,8.221478947267192,1.3862943611198906,0.0,0.0,no
management,divorced,tertiary,no,yes,no,cellular,5,jun,otro_resultado,yes,55,9.478151314785553,1.0986122886681098,4.564348191467836,0.6931471805599453,yes
management,single,tertiary,no,no,no,cellular,17,feb,no_aporto_esta_informacion,no,25,8.669227347271736,0.6931471805599453,0.0,0.0,yes
management,married,tertiary,no,no,no,cellular,5,aug,no_aporto_esta_informacion,no,34,8.297045149081827,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,8,may,success,yes,37,8.220941168281389,1.0986122886681098,5.82600010738045,0.6931471805599453,no
retired,divorced,tertiary,no,no,no,cellular,3,jul,no_aporto_esta_informacion,no,64,8.344029572407049,1.3862943611198906,0.0,0.0,no
technician,divorced,secondary,no,yes,no,cellular,13,may,failure,yes,45,8.32457884513685,1.0986122886681098,5.8971538676367405,1.6094379124341005,no
housemaid,married,secondary,no,yes,no,telephone,10,jul,no_aporto_esta_informacion,no,57,8.152774052744075,0.6931471805599453,0.0,0.0,no
student,single,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,12,may,no_aporto_esta_informacion,no,21,8.146709052203319,1.3862943611198906,0.0,0.0,no
housemaid,married,secondary,no,no,no,telephone,14,aug,no_aporto_esta_informacion,no,58,8.702842538302868,0.6931471805599453,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,1,jul,no_aporto_esta_informacion,no,41,8.128585200374497,2.302585092994046,0.0,0.0,yes
management,married,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,41,8.660773919893762,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,8,may,no_aporto_esta_informacion,no,58,8.257385655730436,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,15,may,otro_resultado,yes,33,8.189244525735901,1.0986122886681098,5.616771097666572,1.3862943611198906,no
management,married,tertiary,no,yes,yes,cellular,18,jul,no_aporto_esta_informacion,no,32,8.185350223178686,1.3862943611198906,0.0,0.0,no
services,divorced,secondary,no,yes,no,no_aporto_esta_informacion,4,jun,no_aporto_esta_informacion,no,44,8.106212902619962,1.791759469228055,0.0,0.0,no
no_aporto_esta_informacion,married,no_aporto_esta_informacion,no,no,no,cellular,7,aug,success,yes,47,8.292047637431354,0.6931471805599453,4.605170185988092,1.6094379124341005,no
self-employed,married,primary,no,no,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,41,8.203851372183879,1.3862943611198906,0.0,0.0,no
technician,married,tertiary,no,no,no,cellular,8,aug,no_aporto_esta_informacion,no,54,8.135346948906706,1.6094379124341005,0.0,0.0,no
technician,divorced,tertiary,no,yes,no,telephone,7,may,failure,yes,47,8.240648863374913,0.6931471805599453,5.905361848054571,0.6931471805599453,no
management,single,tertiary,no,no,no,cellular,28,aug,no_aporto_esta_informacion,no,32,8.690137586397595,1.6094379124341005,0.0,0.0,no
housemaid,married,tertiary,no,no,yes,cellular,29,jul,no_aporto_esta_informacion,no,59,8.106212902619962,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,no,no,cellular,2,feb,no_aporto_esta_informacion,no,29,8.637639344492104,0.6931471805599453,0.0,0.0,yes
services,married,secondary,yes,no,no,cellular,20,aug,no_aporto_esta_informacion,no,48,8.100161446936607,1.0986122886681098,0.0,0.0,no
technician,single,secondary,no,yes,no,cellular,18,may,failure,yes,32,8.173293438966228,0.6931471805599453,5.58724865840025,2.19722457733622,yes
management,divorced,secondary,no,no,yes,cellular,29,aug,no_aporto_esta_informacion,no,46,7.809135398120538,1.0986122886681098,0.0,0.0,no
blue-collar,single,primary,no,no,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,31,8.017966703493599,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,no,no,cellular,22,aug,no_aporto_esta_informacion,no,53,8.113726085970747,1.0986122886681098,0.0,0.0,yes
technician,single,tertiary,no,yes,no,cellular,20,nov,no_aporto_esta_informacion,no,34,9.485393028027822,1.791759469228055,0.0,0.0,no
services,single,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,16,jun,no_aporto_esta_informacion,no,48,9.037176752966994,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,20,aug,no_aporto_esta_informacion,no,32,8.294549515143679,1.6094379124341005,0.0,0.0,no
management,married,secondary,no,yes,no,cellular,12,aug,no_aporto_esta_informacion,no,31,8.451694209183541,1.6094379124341005,0.0,0.0,no
blue-collar,single,primary,no,yes,no,cellular,15,may,no_aporto_esta_informacion,no,27,8.0507033814703,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,11,may,failure,yes,60,7.978996370854115,0.6931471805599453,5.860786223465865,0.6931471805599453,no
blue-collar,single,tertiary,no,yes,no,no_aporto_esta_informacion,6,may,no_aporto_esta_informacion,no,34,8.372398606513004,0.6931471805599453,0.0,0.0,no
self-employed,married,secondary,no,no,yes,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,52,8.10892415597534,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,15,may,no_aporto_esta_informacion,no,48,8.406038142050075,2.302585092994046,0.0,0.0,no
technician,married,primary,no,no,no,no_aporto_esta_informacion,9,jun,no_aporto_esta_informacion,no,45,8.0040315078527,1.0986122886681098,0.0,0.0,no
technician,divorced,secondary,no,yes,no,cellular,30,jan,no_aporto_esta_informacion,no,54,8.395929103923198,0.6931471805599453,0.0,0.0,no
services,married,secondary,no,no,no,cellular,10,jul,no_aporto_esta_informacion,no,52,8.591743922680534,0.6931471805599453,0.0,0.0,no
entrepreneur,married,tertiary,no,yes,no,cellular,29,jul,no_aporto_esta_informacion,no,47,8.235890725928495,1.6094379124341005,0.0,0.0,no
no_aporto_esta_informacion,married,secondary,no,no,no,cellular,26,may,no_aporto_esta_informacion,no,54,9.96843224117651,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,19,nov,no_aporto_esta_informacion,no,34,9.36082720525012,0.6931471805599453,0.0,0.0,no
technician,single,tertiary,no,no,no,cellular,18,aug,no_aporto_esta_informacion,no,39,8.379768515504566,2.3978952727983707,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,7,aug,no_aporto_esta_informacion,no,46,8.596558746796978,1.0986122886681098,0.0,0.0,no
unemployed,single,secondary,no,no,no,cellular,28,jan,no_aporto_esta_informacion,no,26,8.236420527265391,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,37,10.797553125151618,2.19722457733622,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,17,apr,no_aporto_esta_informacion,no,47,8.415824697027949,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,no,yes,cellular,12,aug,no_aporto_esta_informacion,no,35,8.385260520155413,1.9459101490553128,0.0,0.0,no
unemployed,married,primary,no,no,no,no_aporto_esta_informacion,9,jun,no_aporto_esta_informacion,no,57,8.106212902619962,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,18,may,failure,yes,34,8.511577452630602,1.0986122886681098,5.877735781779639,1.6094379124341005,no
technician,married,secondary,no,no,no,cellular,18,aug,no_aporto_esta_informacion,no,47,8.419359831067474,1.6094379124341005,0.0,0.0,yes
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,27,8.10832229017324,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,16,jul,no_aporto_esta_informacion,no,40,7.814399633804487,1.0986122886681098,0.0,0.0,yes
technician,married,secondary,no,no,no,cellular,5,feb,failure,yes,39,8.368461137615839,0.6931471805599453,5.488937726156687,0.6931471805599453,no
entrepreneur,married,tertiary,no,no,no,telephone,30,oct,no_aporto_esta_informacion,no,36,10.541174875891706,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,21,aug,no_aporto_esta_informacion,no,42,8.106212902619962,1.0986122886681098,0.0,0.0,no
blue-collar,single,primary,no,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,23,9.387816877106935,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,yes,no,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,34,8.145549631783584,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,34,8.178077463849608,1.791759469228055,0.0,0.0,no
services,married,secondary,no,no,no,cellular,17,nov,no_aporto_esta_informacion,no,49,8.395929103923198,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,no,yes,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,57,8.498418036089904,1.6094379124341005,0.0,0.0,no
retired,married,no_aporto_esta_informacion,no,no,no,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,59,8.106212902619962,1.9459101490553128,0.0,0.0,no
admin.,married,tertiary,no,no,no,cellular,7,aug,no_aporto_esta_informacion,no,57,8.119993827725105,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,6,may,failure,yes,34,8.419800845407588,0.6931471805599453,4.51085950651685,2.19722457733622,no
management,married,secondary,no,no,no,cellular,18,aug,no_aporto_esta_informacion,no,61,8.366370301681654,1.9459101490553128,0.0,0.0,yes
blue-collar,divorced,secondary,no,yes,no,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,35,8.106212902619962,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,4,nov,no_aporto_esta_informacion,no,42,8.251924713801357,0.6931471805599453,0.0,0.0,no
services,married,tertiary,no,no,no,telephone,8,jul,no_aporto_esta_informacion,no,57,8.109224953089955,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,13,may,failure,yes,42,8.607399459302387,0.6931471805599453,5.899897353582492,1.0986122886681098,no
retired,married,secondary,no,yes,yes,cellular,14,may,no_aporto_esta_informacion,no,53,9.149528232579426,1.791759469228055,0.0,0.0,no
retired,married,tertiary,no,yes,no,cellular,13,feb,no_aporto_esta_informacion,no,63,8.145549631783584,1.0986122886681098,0.0,0.0,no
self-employed,married,secondary,no,no,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,47,8.397508348470257,1.9459101490553128,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,13,may,no_aporto_esta_informacion,no,54,8.132412674500905,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,45,8.106212902619962,2.3978952727983707,0.0,0.0,no
management,single,tertiary,no,yes,no,telephone,2,feb,no_aporto_esta_informacion,no,28,8.00202481821611,1.0986122886681098,0.0,0.0,no
unemployed,married,secondary,no,yes,no,telephone,29,jul,no_aporto_esta_informacion,no,58,8.275121630216509,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,21,jul,no_aporto_esta_informacion,no,48,8.22389538017882,1.0986122886681098,0.0,0.0,no
management,divorced,tertiary,no,yes,no,telephone,29,oct,no_aporto_esta_informacion,no,35,8.106212902619962,0.6931471805599453,0.0,0.0,yes
self-employed,married,tertiary,no,no,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,37,8.106212902619962,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,37,8.294049640102028,0.6931471805599453,0.0,0.0,no
management,married,primary,no,no,no,cellular,2,jul,failure,yes,37,10.172407206486922,0.6931471805599453,5.963579343618446,0.6931471805599453,no
services,single,secondary,no,no,no,cellular,15,jul,no_aporto_esta_informacion,no,25,7.993957547573565,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,13,may,no_aporto_esta_informacion,no,58,8.27308133366583,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,yes,no,cellular,22,jul,no_aporto_esta_informacion,no,52,7.910957382845589,1.6094379124341005,0.0,0.0,no
student,single,secondary,no,no,no,cellular,16,jul,no_aporto_esta_informacion,no,19,8.193400231952097,0.6931471805599453,0.0,0.0,yes
blue-collar,married,secondary,no,yes,no,cellular,5,may,no_aporto_esta_informacion,no,59,9.062883902508307,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,yes,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,41,8.12533508671429,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,no,no,cellular,22,aug,no_aporto_esta_informacion,no,34,8.280711075662847,2.3978952727983707,0.0,0.0,no
technician,single,secondary,no,yes,no,cellular,4,may,otro_resultado,yes,35,9.11007795003779,1.0986122886681098,5.123963979403259,1.6094379124341005,no
technician,married,secondary,no,no,no,no_aporto_esta_informacion,16,jun,no_aporto_esta_informacion,no,41,8.34687925374656,1.9459101490553128,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,28,may,no_aporto_esta_informacion,no,28,9.171807422259398,0.6931471805599453,0.0,0.0,no
management,divorced,secondary,no,no,yes,cellular,11,aug,no_aporto_esta_informacion,no,53,8.139440521874608,1.3862943611198906,0.0,0.0,no
services,married,secondary,no,no,yes,telephone,9,jul,no_aporto_esta_informacion,no,35,8.106212902619962,0.6931471805599453,0.0,0.0,no
admin.,single,tertiary,no,no,no,cellular,8,jul,no_aporto_esta_informacion,no,33,8.277920258172143,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,yes,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,37,8.229511118964457,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,32,8.318010277546872,1.6094379124341005,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,32,8.2409125416889,0.6931471805599453,0.0,0.0,no
services,married,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,54,9.321792297270326,1.6094379124341005,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,5,jun,no_aporto_esta_informacion,no,44,8.561210076833012,0.6931471805599453,0.0,0.0,no
technician,divorced,tertiary,no,yes,no,cellular,18,nov,no_aporto_esta_informacion,no,36,8.409385238781931,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,17,nov,otro_resultado,yes,56,8.430545384690566,1.0986122886681098,5.111987788356544,1.0986122886681098,no
management,single,tertiary,no,no,no,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,30,8.11162807830774,2.4849066497880004,0.0,0.0,no
